Accession	Filename	Unused	seq_length_summ	counts	Sc_summ	Pep_intensity__summ	Sc_norm	Pep_intensity__norm	SP_2	seq_length
Efra.gene16498_i0_length912.p1	3.2	10.21	190	13	166.0	52690.76439999999	0.053090693728551394	0.05588911775139492	0.05448990573997316	303
Efra.gene16498_i0_length912.p1	3.4	22.32	783	45	676.0	240369.19370000003	0.14857849539751058	0.21435623709008456	0.18146736624379756	303
Efra.gene16498_i0_length912.p1	5.1	14.74	335	23	306.0	79048.06419999998	0.026364880322713273	0.0325206331622121	0.029442756742462686	303
Efra.gene16498_i0_length912.p1	5.2	11.87	255	15	173.0	0	0.035507422887357865	0	0.017753711443678932	303
Efra.gene16498_i0_length912.p1	5.3	14.99	356	20	243.0	25912.538499999995	0.03558776831707392	0.021207398601507853	0.028397583459290887	303
Efra.gene16498_i0_length912.p1	5.4	22.87	959	56	777.0	0	0.13642594200982291	0	0.06821297100491146	303
Efra.gene16498_i0_length912.p1	7.1	10.64	317	20	257.0	40593.527100000014	0.03243858131287528	0.023849925543269167	0.028144253428072225	303
Efra.gene16498_i0_length912.p1	7.2	7.76	291	18	221.0	24884.788799999995	0.03330508881934999	0.022895379546939074	0.02810023418314453	303
Efra.gene16498_i0_length912.p1	7.3	8.0	224	11	121.0	11539.128099999998	0.015654440721840995	0.007904947757569182	0.01177969423970509	303
Efra.gene16498_i0_length912.p1	10.1	9.23	395	20	259.0	46533.76310000001	0.030344843269047496	0.023420509074426537	0.026882676171737015	303
Efra.gene16498_i0_length912.p1	10.2	8.13	338	17	206.0	0	0.03338890309805948	0	0.01669445154902974	303
Efra.gene16498_i0_length912.p1	10.3	8.71	182	10	118.0	13243.558899999996	0.02118118952944122	0.01608970394662185	0.018635446738031535	303
Efra.gene16498_i0_length912.p1	12.1	6.98	195	12	154.0	13569.856100000003	0.037356779778125515	0.01869288161066821	0.02802483069439686	303
Efra.gene16498_i0_length912.p1	12.2	9.37	356	17	206.0	24695.36130000001	0.030865282319986247	0.018578813173997653	0.02472204774699195	303
Efra.gene16498_i0_length912.p1	12.3	5.08	210	12	134.0	14667.955400000003	0.01944013128492186	0.011880159738026199	0.01566014551147403	303
Efra.gene16536_i2_length909.p1	0.1	2.0	15	1	10.0	1956.511	0.0029934201452197053	0.001960500567396236	0.0024769603563079704	303
Efra.gene16536_i2_length909.p1	0.2	2.0	15	1	18.0	1917.308	0.006042767773831058	0.0046502243876800214	0.00534649608075554	303
Efra.gene16536_i2_length909.p1	0.3	4.73	55	4	45.0	4779.3224	0.016932278384812115	0.01683162268720855	0.016881950536010333	303
Efra.gene16536_i2_length909.p1	1.1	2.0	15	1	12.0	874.3853	0.0032604143179727997	0.0011880883527671422	0.002224251335369971	303
Efra.gene16536_i2_length909.p1	1.2	2.0	15	1	6.0	0	0.0016540230671464795	0	0.0008270115335732397	303
Efra.gene16536_i2_length909.p1	1.3	2.0	15	1	9.0	656.246	0.0032049709942504733	0.0020395352502548094	0.0026222531222526413	303
Efra.gene16536_i2_length909.p1	3.1	2.0	15	1	11.0	470.4913	0.0017090964360795366	0.0004844099156249801	0.0010967531758522583	303
Efra.gene16536_i2_length909.p1	3.2	1.31	15	1	8.0	1603.551	0.0025585876495687423	0.0017008872746466948	0.0021297374621077184	303
Efra.gene16536_i2_length909.p1	3.4	1.19	15	1	9.0	598.0869	0.0019781160629846087	0.0005333614319016359	0.0012557387474431223	303
Efra.gene16536_i2_length909.p1	5.1	2.0	23	2	22.0	3402.1983	0.0018955142715676209	0.0013996755515665322	0.0016475949115670767	303
Efra.gene16536_i2_length909.p1	5.2	2.0	30	2	20.0	0	0.004104904380041371	0	0.0020524521900206856	303
Efra.gene16536_i2_length909.p1	5.3	2.0	15	1	15.0	1616.299	0.0021967758220416004	0.0013228150978808406	0.0017597954599612203	303
Efra.gene16536_i2_length909.p1	5.4	2.0	15	1	14.0	0	0.0024581250812580704	0	0.0012290625406290352	303
Efra.gene16536_i2_length909.p1	7.1	2.0	30	2	18.0	1579.563	0.0022719628935087745	0.0009280410605390056	0.00160000197702389	303
Efra.gene16536_i2_length909.p1	7.2	2.0	15	1	12.0	568.4617	0.0018084211123628956	0.0005230161478966708	0.0011657186301297833	303
Efra.gene16536_i2_length909.p1	10.1	2.0	15	1	17.0	4023.545	0.0019917464693969397	0.0020250559143767917	0.0020084011918868657	303
Efra.gene16536_i2_length909.p1	10.2	2.0	15	1	9.0	0	0.0014587384848666763	0	0.0007293692424333382	303
Efra.gene16536_i2_length909.p1	10.3	2.01	15	1	14.0	1850.727	0.0025130224865438735	0.002248462799226847	0.0023807426428853603	303
Efra.gene16536_i2_length909.p1	12.2	2.0	15	1	11.0	1268.559	0.0016481461433002366	0.0009543622534971082	0.0013012541983986724	303
Efra.gene16536_i2_length909.p1	12.3	2.12	29	2	20.0	2733.8772	0.0029015121320778887	0.002214275742899231	0.00255789393748856	303
Efra.gene16539_i1_length909.p1	1.1	0.51	33	2	21.0	966.8683	0.0057246181857784	0.0013181016320178095	0.003521359908898105	302
Efra.gene16539_i1_length909.p1	7.2	3.57	33	2	25.0	1141.0872	0.00378001929529496	0.0010533395899540161	0.002416679442624488	302
Efra.gene16539_i1_length909.p1	7.3	4.0	33	2	21.0	1170.528	0.0027258827188734675	0.0008045323318728483	0.001765207525373158	302
Efra.gene16539_i1_length909.p1	10.1	2.0	17	1	14.0	875.1154	0.0016456931287849278	0.0004419052572072968	0.0010437991929961123	302
Efra.gene16539_i1_length909.p1	10.2	2.0	16	1	13.0	0	0.002114043742417159	0	0.0010570218712085795	302
Efra.gene16539_i1_length909.p1	10.3	2.0	16	1	12.0	394.2336	0.0021611517883333787	0.00048054345562044697	0.001320847621976913	302
Efra.gene16539_i1_length909.p1	12.1	2.0	17	1	12.0	478.0191	0.002920556705798236	0.0006606659869120114	0.0017906113463551237	302
Efra.gene16539_i1_length909.p1	12.2	1.39	16	1	10.0	706.7514	0.0015032759826007576	0.0005334637900747298	0.0010183698863377437	302
Efra.gene16539_i3_length783.p1	1.1	2.0	16	1	14.0	757.9384	0.004432909466936095	0.0012001874516960828	0.002816548459316089	260
Efra.gene16603_i1_length906.p1	1.4	2.0	8	1	10.0	2423.951	0.002689023677363589	0.0028126899391777917	0.0027508568082706903	301
Efra.gene17074_i1_length884.p1	1.2	2.0	11	1	6.0	0	0.0017584876819136256	0	0.0008792438409568128	285
Efra.gene17074_i1_length884.p1	5.1	1.59	11	1	9.0	1861.071	0.0008244126664377834	0.0008140076077201003	0.0008192101370789419	285
Efra.gene17074_i1_length884.p1	10.1	2.0	11	1	10.0	2202.894	0.0012456123430903462	0.0011787440804667732	0.0012121782117785597	285
Efra.gene17127_i0_length880.p1	1.1	2.27	117	10	89.0	10639.2593	0.025092349575562924	0.015000891205689612	0.02004662039062627	292
Efra.gene17127_i0_length880.p1	1.2	7.07	127	10	101.0	0	0.02889159128075554	0	0.01444579564037777	292
Efra.gene17127_i0_length880.p1	1.3	25.1	189	13	139.0	8597.0996	0.05136368468982009	0.027725301768821282	0.03954449322932069	292
Efra.gene17127_i0_length880.p1	1.4	2.42	22	2	21.0	1506.6335	0.0058209995426764536	0.0018021431577422775	0.0038115713502093656	292
Efra.gene17127_i0_length880.p1	3.1	18.26	481	37	407.0	39127.49010000001	0.06561876761947837	0.04180259037472477	0.053710678997101566	292
Efra.gene17127_i0_length880.p1	3.2	16.03	208	16	159.0	30303.568900000002	0.05276758441492863	0.03335387609670015	0.04306073025581439	292
Efra.gene17127_i0_length880.p1	3.4	8.56	115	9	104.0	11909.488299999997	0.02371932776893873	0.01102072580036655	0.017370026784652638	292
Efra.gene17127_i0_length880.p1	5.1	44.94	793	54	705.0	99750.65700000002	0.06303086567884766	0.042583690370765724	0.0528072780248067	292
Efra.gene17127_i0_length880.p1	5.2	21.81	412	32	297.0	0	0.06325418665484642	0	0.03162709332742321	292
Efra.gene17127_i0_length880.p1	5.3	35.38	645	42	476.0	56584.23670000002	0.0723371194660767	0.048054346732946354	0.060195733099511525	292
Efra.gene17127_i0_length880.p1	5.4	14.17	241	19	177.0	0	0.0322484604288042	0	0.0161242302144021	292
Efra.gene17127_i0_length880.p1	7.1	24.63	583	48	599.0	82169.77960000001	0.07845404286209323	0.05009589484578361	0.06427496885393842	292
Efra.gene17127_i0_length880.p1	7.2	19.48	415	33	361.0	53236.37999999998	0.05645277583721193	0.050825561081195444	0.05363916845920369	292
Efra.gene17127_i0_length880.p1	7.3	30.34	488	38	473.0	59038.57690000001	0.06349990914223734	0.04196832795369535	0.05273411854796635	292
Efra.gene17127_i0_length880.p1	10.1	40.22	762	55	672.0	128486.0626	0.08169851916050107	0.06710331165734289	0.07440091540892198	292
Efra.gene17127_i0_length880.p1	10.2	23.16	453	36	425.0	0	0.07147985098504804	0	0.03573992549252402	292
Efra.gene17127_i0_length880.p1	10.3	28.61	263	19	233.0	23939.834299999995	0.0433994311466514	0.030180349367282474	0.03678989025696694	292
Efra.gene17127_i0_length880.p1	12.1	8.9	251	21	222.0	22222.0441	0.055880651764708036	0.03176470273006544	0.04382267724738674	292
Efra.gene17127_i0_length880.p1	12.2	27.38	339	26	304.0	38766.1559	0.04726464431870217	0.03026321743469456	0.03876393087669837	292
Efra.gene17127_i0_length880.p1	12.3	18.32	396	31	333.0	55823.286799999994	0.05013008092714503	0.0469167456565391	0.048523413291842066	292
Efra.gene17127_i6_length777.p1	5.1	0.87	703	51	624.0	90254.09610000004	0.0631410631349248	0.043607139296646315	0.05337410121578556	258
Efra.gene17231_i0_length876.p1	10.1	2.01	15	1	9.0	607.8421	0.0010979366529301506	0.0003185433715043104	0.0007082400122172304	291
Efra.gene17278_i0_length873.p1	5.1	2.0	17	1	12.0	1556.988	0.0012237375517435848	0.0007581509475544792	0.000990944249649032	256
Efra.gene17278_i0_length873.p1	7.2	2.0	17	1	12.0	728.0732	0.0021404359259607707	0.0007928510334378146	0.0014666434796992926	256
Efra.gene17278_i0_length873.p1	7.3	6.0	43	3	33.0	2069.4605	0.005053226781304498	0.0016779762673697412	0.0033656015243371195	256
Efra.gene17278_i0_length873.p1	10.1	2.0	17	1	10.0	1050.079	0.0013867168663310495	0.0006255366972354279	0.0010061267817832388	256
Efra.gene17278_i0_length873.p1	10.3	2.0	17	1	11.0	470.5042	0.002337026771107905	0.000676564978641114	0.0015067958748745094	256
Efra.gene17278_i0_length873.p1	12.3	2.58	31	2	18.0	2930.2435	0.0030907904625689076	0.002809047440252559	0.0029499189514107333	256
Efra.gene1749_i1_length3021.p1	1.1	11.25	112	10	105.0	15417.441699999998	0.008584084866460163	0.006303349143549681	0.007443717005004922	1007
Efra.gene1749_i1_length3021.p1	1.2	10.0	53	5	54.0	0	0.004479166736949801	0	0.0022395833684749006	1007
Efra.gene1749_i1_length3021.p1	3.1	27.0	302	25	274.0	39380.401	0.012809660044795095	0.012199856413406852	0.012504758229100974	1007
Efra.gene1749_i1_length3021.p1	3.2	8.17	116	10	64.0	17199.4292	0.006158904133619296	0.0054893376746915495	0.005824120904155423	1007
Efra.gene1749_i1_length3021.p1	3.4	26.0	226	19	229.0	43178.0457	0.015144603250834495	0.011585998223497955	0.013365300737166224	1007
Efra.gene1749_i1_length3021.p1	5.1	46.23	515	42	535.0	107812.24910000002	0.013869835740384093	0.013345935374949585	0.01360788555766684	1007
Efra.gene1749_i1_length3021.p1	5.2	28.34	233	20	211.0	0	0.013030727494001242	0	0.006515363747000621	1007
Efra.gene1749_i1_length3021.p1	5.3	30.44	396	31	313.0	41869.61289999999	0.013792785315233586	0.01031073303993356	0.012051759177583573	1007
Efra.gene1749_i1_length3021.p1	5.4	39.94	347	30	360.0	0	0.019019171787745096	0	0.009509585893872548	1007
Efra.gene1749_i1_length3021.p1	7.1	36.48	458	39	460.0	77341.42000000001	0.017470274086795377	0.0136727394846856	0.015571506785740489	1007
Efra.gene1749_i1_length3021.p1	7.2	26.76	277	23	218.0	39097.8122	0.009885257212513961	0.01082379360823889	0.010354525410376425	1007
Efra.gene1749_i1_length3021.p1	7.3	40.71	314	26	321.0	46164.89030000001	0.012495981582873775	0.00951592422949802	0.011005952906185897	1007
Efra.gene1749_i1_length3021.p1	10.1	56.53	685	56	726.0	206678.28550000003	0.025593808332554473	0.03129941095763892	0.028446609645096696	1007
Efra.gene1749_i1_length3021.p1	10.2	11.25	149	13	119.0	0	0.005803567643036274	0	0.002901783821518137	1007
Efra.gene1749_i1_length3021.p1	10.3	36.44	278	22	281.0	36346.7928	0.015177065794566963	0.013286867339233137	0.01423196656690005	1007
Efra.gene1749_i1_length3021.p1	12.1	17.55	211	18	200.0	29162.460700000003	0.014597949770788932	0.012087551505909205	0.013342750638349068	1007
Efra.gene1749_i1_length3021.p1	12.2	24.94	218	19	220.0	37185.9234	0.009918337267526745	0.008417716817494224	0.009168027042510483	1007
Efra.gene1749_i1_length3021.p1	12.3	29.45	292	24	261.0	50962.4979	0.011393261367483401	0.012419856095984422	0.01190655873173391	1007
Efra.gene1749_i7_length714.p1	5.1	2.0	155	12	144.0	27644.176	0.015795469575446607	0.014478950196307905	0.015137209885877256	238
Efra.gene1749_i7_length714.p1	5.3	2.0	120	9	95.0	9420.4445	0.0177126588340245	0.009815546969098896	0.013764102901561699	238
Efra.gene1749_i7_length714.p1	10.1	2.0	241	17	219.0	42137.0679	0.032665922014278974	0.026999650330629583	0.02983278617245428	238
Efra.gene1749_i7_length714.p1	12.2	2.0	60	5	64.0	10964.4388	0.012208116887272033	0.010501580417624244	0.011354848652448138	238
Efra.gene1757_i1_length3015.p1	5.3	2.0	9	1	11.0	1141.324	0.0004856951120971578	0.0002816196506277595	0.0003836573813624587	1005
Efra.gene1757_i1_length3015.p1	7.1	2.18	41	2	31.0	1275.8053	0.001179687532267989	0.00022599103349013695	0.000702839282879063	1005
Efra.gene1757_i1_length3015.p1	7.3	10.0	94	5	52.0	3624.4865	0.002028299560160575	0.0007485986898401957	0.0013884491250003854	1005
Efra.gene1757_i1_length3015.p1	10.2	4.14	47	3	26.0	0	0.0012705297715621532	0	0.0006352648857810766	1005
Efra.gene1757_i1_length3015.p1	12.3	2.0	18	1	16.0	1099.146	0.0006998274037966968	0.0002684013215448823	0.00048411436267078957	1005
Efra.gene17580_i1_length858.p1	1.1	2.36	58	5	56.0	6984.3396999999995	0.017462976687930072	0.010892058028745953	0.014177517358338013	264
Efra.gene17580_i1_length858.p1	7.3	6.0	34	3	35.0	3918.2071	0.005197074375629969	0.0030807190801377692	0.004138896727883869	264
Efra.gene17580_i1_length858.p1	10.1	1.83	62	5	60.0	11619.8886	0.008068170858653379	0.0067122608000836186	0.007390215829368499	264
Efra.gene17870_i0_length846.p1	10.1	2.0	14	1	11.0	1453.294	0.0013896778276114717	0.0007887110862357061	0.001089194456923589	281
Efra.gene18044_i0_length837.p1	5.3	2.02	24	2	20.0	2708.4130999999998	0.0031809943803039658	0.0024073030705134245	0.002794148725408695	279
Efra.gene18044_i0_length837.p1	7.3	2.06	73	4	42.0	2059.6524	0.005901194129747578	0.001532351391153258	0.003716772760450418	279
Efra.gene18178_i0_length831.p1	1.2	4.0	33	2	20.0	0	0.0060527655718041464	0	0.0030263827859020732	276
Efra.gene18178_i0_length831.p1	1.3	3.43	29	2	15.0	1694.9225000000001	0.005864167942378583	0.005782930034342914	0.005823548988360749	276
Efra.gene18178_i0_length831.p1	3.1	3.33	29	2	21.0	1566.6784	0.003582009427791203	0.0017708216761256048	0.002676415551958404	276
Efra.gene18178_i0_length831.p1	3.4	4.3	58	4	36.0	4294.652	0.008686509667888934	0.004204543428827193	0.006445526548358064	276
Efra.gene18178_i0_length831.p1	5.1	6.69	72	6	58.0	12168.9	0.005486127768203124	0.005496074641444696	0.0054911012048239095	276
Efra.gene18178_i0_length831.p1	5.2	2.07	24	2	16.0	0	0.0036051768902972047	0	0.0018025884451486024	276
Efra.gene18178_i0_length831.p1	5.3	5.69	41	3	29.0	3700.6769999999997	0.00466257708895641	0.0033250039549963936	0.003993790521976402	276
Efra.gene18178_i0_length831.p1	5.4	2.67	29	2	15.0	0	0.002891350542007746	0	0.001445675271003873	276
Efra.gene18178_i0_length831.p1	7.1	2.86	73	6	55.0	7894.5326000000005	0.007621228184445195	0.00509202126228514	0.006356624723365168	276
Efra.gene18178_i0_length831.p1	7.3	10.0	81	6	69.0	6353.2439	0.009800197394045087	0.004778098341668828	0.0072891478678569575	276
Efra.gene18178_i0_length831.p1	10.1	5.03	49	4	43.0	8454.241	0.0055307895886131135	0.004671284587510606	0.005101037088061859	276
Efra.gene18178_i0_length831.p1	10.2	6.14	49	4	37.0	0	0.006583702557906727	0	0.0032918512789533636	276
Efra.gene18178_i0_length831.p1	10.3	4.0	29	2	22.0	1331.7789	0.0043353540101711855	0.001776270168061397	0.0030558120891162914	276
Efra.gene18440_i0_length819.p1	5.1	1.7	23	2	23.0	4129.452	0.002207526563929604	0.0018924913376071894	0.0020500089507683966	272
Efra.gene18440_i0_length819.p1	10.3	1.48	11	1	9.0	1820.083	0.0017996355884467288	0.002463248706677905	0.002131442147562317	272
Efra.gene18440_i0_length819.p1	12.1	1.48	11	1	11.0	800.1046	0.0029724538531439157	0.001227782686525679	0.0021001182698347975	272
Efra.gene18480_i1_length818.p1	0.1	2.21	32	2	22.0	4866.5504	0.007674668726167138	0.005682967656750874	0.006678818191459006	260
Efra.gene18480_i1_length818.p1	0.4	4.03	48	3	23.0	3761.1362	0.009766252224290332	0.004683078999991787	0.00722466561214106	260
Efra.gene18480_i1_length818.p1	1.4	1.52	41	3	27.0	3435.8042	0.008405267471513034	0.004615508735378671	0.006510388103445853	260
Efra.gene18480_i1_length818.p1	5.4	2.16	51	3	21.0	0	0.00429699172858382	0	0.00214849586429191	260
Efra.gene1853_i0_length2945.p1	1.2	6.0	42	3	26.0	0	0.00224352509004476	0	0.00112176254502238	968
Efra.gene1853_i0_length2945.p1	1.3	4.0	42	3	38.0	5267.6473000000005	0.004235770893916431	0.00512446470723022	0.004680117800573326	968
Efra.gene1853_i0_length2945.p1	3.1	7.81	80	5	56.0	4046.3711000000003	0.002723511300469344	0.0013040504957416883	0.002013780898105516	968
Efra.gene1853_i0_length2945.p1	3.2	3.2	59	4	26.0	4377.351	0.0026028607313148956	0.001453353959976488	0.0020281073456456917	968
Efra.gene1853_i0_length2945.p1	3.4	2.0	16	1	11.0	592.006	0.0007567792513691117	0.0001652535118208413	0.0004610163815949765	968
Efra.gene1853_i0_length2945.p1	5.1	20.79	234	15	177.0	23877.303600000003	0.004773587805148529	0.003074824311561499	0.003924206058355014	968
Efra.gene1853_i0_length2945.p1	5.2	6.56	95	6	50.0	0	0.003212257301530309	0	0.0016061286507651545	968
Efra.gene1853_i0_length2945.p1	5.3	21.4	227	14	166.0	15740.486199999998	0.007609740378584601	0.004032393007432526	0.0058210666930085635	968
Efra.gene1853_i0_length2945.p1	5.4	6.0	51	3	29.0	0	0.001593827116957989	0	0.0007969135584789945	968
Efra.gene1853_i0_length2945.p1	7.1	19.09	236	16	198.0	22314.1538	0.007822781326513168	0.004103722002964679	0.005963251664738923	968
Efra.gene1853_i0_length2945.p1	7.2	18.07	170	11	112.0	9242.831400000001	0.0052832798613246575	0.002661866008952331	0.003972572935138494	968
Efra.gene1853_i0_length2945.p1	7.3	22.51	229	15	195.0	17240.7295	0.007896853272061122	0.003696995472018365	0.005796924372039744	968
Efra.gene1853_i0_length2945.p1	10.1	15.41	147	10	116.0	17304.6329	0.004254126452744509	0.0027262006564685217	0.0034901635546065153	968
Efra.gene1853_i0_length2945.p1	10.2	23.54	212	14	151.0	0	0.007660888647624546	0	0.003830444323812273	968
Efra.gene1853_i0_length2945.p1	10.3	7.35	83	5	60.0	4896.8037	0.003371218182214258	0.0018621870902052165	0.002616702636209737	968
Efra.gene1853_i0_length2945.p1	12.1	4.98	42	3	34.0	2286.1009	0.0025816353525427247	0.000985742948394686	0.0017836891504687054	968
Efra.gene1853_i0_length2945.p1	12.2	10.67	162	11	115.0	13475.676599999999	0.00539346847889714	0.0031733679722607605	0.00428341822557895	968
Efra.gene1853_i0_length2945.p1	12.3	14.04	132	9	104.0	8297.426099999999	0.004722750532336697	0.002103600976089791	0.003413175754213244	968
Efra.gene18564_i2_length720.p1	0.2	2.0	14	1	11.0	449.9418	0.004681670151134105	0.0013835125212849292	0.003032591336209517	239
Efra.gene18564_i2_length720.p1	0.3	2.15	25	2	18.0	1369.4178	0.008586577992632755	0.006114210061680242	0.007350394027156499	239
Efra.gene18564_i2_length720.p1	1.1	6.07	84	6	66.0	18567.261	0.022734227869881465	0.03198441858773579	0.02735932322880863	239
Efra.gene18564_i2_length720.p1	1.2	6.0	39	3	37.0	0	0.012931138497753961	0	0.006465569248876981	239
Efra.gene18564_i2_length720.p1	1.3	8.85	107	7	80.0	13563.514400000002	0.03611738582084215	0.05344185285331012	0.04477961933707614	239
Efra.gene18564_i2_length720.p1	1.4	2.0	19	2	20.0	6770.226000000001	0.006773189346330043	0.009893951664443559	0.0083335705053868	239
Efra.gene18564_i2_length720.p1	3.1	8.01	88	6	69.0	12115.295100000001	0.01359150977143966	0.0158139423680023	0.01470272606972098	239
Efra.gene18564_i2_length720.p1	3.2	5.55	40	3	39.0	15470.302	0.015813195740038612	0.020803493632936126	0.01830834468648737	239
Efra.gene18564_i2_length720.p1	3.4	6.0	53	4	49.0	10159.1807	0.013653690928466985	0.01148578627210278	0.012569738600284883	239
Efra.gene18564_i2_length720.p1	5.1	9.84	186	12	122.0	34412.6553	0.013326280061386206	0.01794860356878389	0.015637441815085047	239
Efra.gene18564_i2_length720.p1	5.2	8.08	82	6	64.0	0	0.016653202037188758	0	0.008326601018594379	239
Efra.gene18564_i2_length720.p1	5.3	12.0	127	9	99.0	19420.979199999998	0.018381222966187414	0.020150846255791492	0.019266034610989455	239
Efra.gene18564_i2_length720.p1	5.4	6.02	100	7	87.0	0	0.019365999780945605	0	0.009682999890472803	239
Efra.gene18564_i2_length720.p1	7.1	12.0	139	9	108.0	24575.5735	0.017282127784096036	0.018305374928353393	0.017793751356224713	239
Efra.gene18564_i2_length720.p1	7.2	7.86	123	9	80.0	21399.883	0.015284563376456272	0.024961461781748535	0.020123012579102404	239
Efra.gene18564_i2_length720.p1	7.3	14.0	183	10	116.0	36727.12820000001	0.01902632464785322	0.031897577989298605	0.025461951318575912	239
Efra.gene18564_i2_length720.p1	10.1	11.92	173	11	127.0	42737.61959999998	0.018863991112198778	0.027269879127148632	0.023066935119673705	239
Efra.gene18564_i2_length720.p1	10.2	8.0	65	5	54.0	0	0.011096178098274552	0	0.005548089049137276	239
Efra.gene18564_i2_length720.p1	10.3	12.0	102	7	93.0	16304.679600000001	0.021163915316294028	0.025113100938930585	0.023138508127612305	239
Efra.gene18564_i2_length720.p1	12.1	8.0	68	5	70.0	13088.661299999998	0.02152739496533288	0.022858144308255765	0.022192769636794323	239
Efra.gene18564_i2_length720.p1	12.2	8.02	101	7	73.0	14100.340800000002	0.013866620214400128	0.01344859515723658	0.013657607685818354	239
Efra.gene18564_i2_length720.p1	12.3	6.43	69	5	52.0	16310.451	0.00956406383954377	0.016748017144150765	0.013156040491847269	239
Efra.gene18573_i0_length813.p1	10.1	3.1	46	3	36.0	5045.5252	0.004733326903743316	0.0028497935565309574	0.0037915602301371366	270
Efra.gene18607_i0_length813.p1	0.2	4.0	31	2	22.0	2850.4261	0.008288290119415193	0.007758373357711638	0.008023331738563415	270
Efra.gene19022_i1_length795.p1	0.4	4.0	25	2	20.0	4973.239	0.008363720613687372	0.006098473981703341	0.007231097297695357	264
Efra.gene19055_i1_length792.p1	0.3	2.0	11	1	12.0	813.2287	0.005202007960048742	0.0032995843596754534	0.004250796159862098	263
Efra.gene19055_i1_length792.p1	1.4	2.0	11	1	14.0	2066.663	0.004308572538558997	0.002744596054926697	0.003526584296742847	263
Efra.gene19055_i1_length792.p1	3.4	2.07	19	2	18.0	3054.8813	0.004557940434101418	0.0031386185558014965	0.003848279494951457	263
Efra.gene19055_i1_length792.p1	5.1	1.38	10	1	9.0	1273.433	0.0008933749427177501	0.0006035742919706027	0.0007484746173441764	263
Efra.gene19055_i1_length792.p1	5.4	2.06	45	4	32.0	0	0.006473107221042437	0	0.0032365536105212183	263
Efra.gene19055_i1_length792.p1	7.1	2.0	11	1	13.0	1460.191	0.001890422863863765	0.0009883864588863844	0.0014394046613750745	263
Efra.gene19055_i3_length734.p1	0.4	2.0	11	1	11.0	1074.651	0.005520055605033666	0.001581359229969397	0.0035507074175015313	220
Efra.gene19206_i0_length786.p1	5.1	2.0	12	1	10.0	939.5442	0.0010002452530215762	0.00044873205116581136	0.0007244886520936938	261
Efra.gene19206_i0_length786.p1	12.3	1.74	12	1	11.0	700.1282	0.0018526321716888132	0.0006583129390656008	0.001255472555377207	261
Efra.gene19494_i1_length774.p1	1.3	2.0	14	1	18.0	472.8134	0.00755724678021707	0.0017324624411340593	0.004644854610675564	257
Efra.gene19562_i0_length771.p1	1.2	2.0	10	1	8.0	0	0.002772719166502812	0	0.001386359583251406	241
Efra.gene19598_i0_length771.p1	5.1	4.0	36	2	27.0	1220.8971999999999	0.0027534094914230655	0.0005944967906281939	0.0016739531410256297	256
Efra.gene19598_i0_length771.p1	5.3	2.0	17	1	15.0	442.4405	0.0026000901331195503	0.00042858303550011827	0.0015143365843098343	256
Efra.gene19598_i0_length771.p1	7.2	2.0	17	1	8.0	256.0732	0.0014269572839738472	0.0002788564408849662	0.0008529068624294067	256
Efra.gene19598_i0_length771.p1	10.1	4.0	36	2	32.0	1862.3532	0.004437493972259359	0.0011094120250131946	0.0027734529986362766	256
Efra.gene19598_i0_length771.p1	12.1	2.0	17	1	14.0	486.1003	0.0040195682786832495	0.0007925552834227827	0.0024060617810530162	256
Efra.gene19920_i0_length759.p1	5.4	2.0	22	1	21.0	0	0.004794926392411129	0	0.0023974631962055647	233
Efra.gene20233_i0_length744.p1	0.1	2.0	14	1	15.0	2285.046	0.005485925225815952	0.002797503079495413	0.004141714152655683	248
Efra.gene20233_i0_length744.p1	0.3	2.0	14	1	13.0	566.9943	0.005976365999800621	0.002439659967236499	0.00420801298351856	248
Efra.gene20233_i0_length744.p1	1.1	2.39	105	8	111.0	25235.2333	0.03684728318426719	0.04189326051821378	0.039370271851240486	248
Efra.gene20233_i0_length744.p1	1.2	2.15	91	7	98.0	0	0.03300709741656422	0	0.01650354870828211	248
Efra.gene20233_i0_length744.p1	1.3	2.0	28	2	33.0	2461.5953	0.014357753123436595	0.009346997967705608	0.0118523755455711	248
Efra.gene20233_i0_length744.p1	1.4	2.0	14	1	13.0	1410.787	0.00424280227803376	0.00198689211959888	0.0031148471988163198	248
Efra.gene20233_i0_length744.p1	3.1	2.03	91	7	103.0	8579.450700000001	0.019552489249855667	0.010792246539619176	0.015172367894737422	248
Efra.gene20233_i0_length744.p1	3.2	2.0	14	1	15.0	4143.063	0.0058612806790775875	0.005369146325249768	0.005615213502163678	248
Efra.gene20233_i0_length744.p1	3.4	2.0	14	1	14.0	1218.155	0.0037594840229304254	0.0013272441438173168	0.002543364083373871	248
Efra.gene20233_i0_length744.p1	5.1	2.0	98	7	108.0	22004.998	0.011368916609746852	0.011060634331205018	0.011214775470475936	248
Efra.gene20233_i0_length744.p1	5.2	2.03	49	4	36.0	0	0.00902747922933292	0	0.00451373961466646	248
Efra.gene20233_i0_length744.p1	5.3	2.02	202	14	192.0	23909.7319	0.03435473930728283	0.023907991508118027	0.02913136540770043	248
Efra.gene20233_i0_length744.p1	5.4	2.08	85	6	77.0	0	0.016518005838373286	0	0.008259002919186643	248
Efra.gene20233_i0_length744.p1	7.1	2.07	183	13	204.0	42990.33959999999	0.031459357162536825	0.030859725809782333	0.031159541486159577	248
