Accession	Filename	Unused	seq_length_summ	counts	Sc_summ	Pep_intensity__summ	Sc_norm	Pep_intensity__norm	SP_2	seq_length
Efra.gene16498_i0_length912.p1	12.2	9.37	356	17	206.0	24695.36130000001	0.02982995645748191	0.01798293030503706	0.023906443381259485	303
Efra.gene16498_i0_length912.p1	12.3	5.08	210	12	134.0	14667.955400000003	0.019191241641739673	0.01173308407650558	0.015462162859122625	303
Efra.gene16536_i2_length909.p1	0.1	2.0	15	1	10.0	1956.511	0.0029771189347088884	0.0019466863135194164	0.0024619026241141525	303
Efra.gene16536_i2_length909.p1	0.2	2.0	15	1	18.0	1917.308	0.00595676676259726	0.004561226933904472	0.0052589968482508655	303
Efra.gene16536_i2_length909.p1	0.3	4.73	55	4	45.0	4779.3224	0.01680331378230065	0.016770203219354702	0.016786758500827677	303
Efra.gene16536_i2_length909.p1	1.1	2.0	15	1	12.0	874.3853	0.0032139132516040034	0.001170810374964875	0.0021923618132844392	303
Efra.gene16536_i2_length909.p1	1.2	2.0	15	1	6.0	0	0.001617066169927601	0	0.0008085330849638005	303
Efra.gene16536_i2_length909.p1	1.3	2.0	15	1	9.0	656.246	0.0031106126914754962	0.0019350081398307598	0.002522810415653128	303
Efra.gene16536_i2_length909.p1	3.1	2.0	15	1	11.0	470.4913	0.001696797540195163	0.0004801505903191337	0.0010884740652571483	303
Efra.gene16536_i2_length909.p1	3.2	1.31	15	1	8.0	1603.551	0.00253496593017837	0.0016729771985490411	0.0021039715643637056	303
Efra.gene16536_i2_length909.p1	3.4	1.19	15	1	9.0	598.0869	0.0019695943204667086	0.0005299456213911916	0.00124976997092895	303
Efra.gene16536_i2_length909.p1	5.1	2.0	23	2	22.0	3402.1983	0.001907849288122876	0.001363798698886887	0.0016358239935048815	303
Efra.gene16536_i2_length909.p1	5.2	2.0	30	2	20.0	0	0.0040521226293594535	0	0.0020260613146797267	303
Efra.gene16536_i2_length909.p1	5.3	2.0	15	1	15.0	1616.299	0.0020900405289586456	0.0012762363649444113	0.0016831384469515286	303
Efra.gene16536_i2_length909.p1	5.4	2.0	15	1	14.0	0	0.0024477511804184343	0	0.0012238755902092171	303
Efra.gene16536_i2_length909.p1	7.1	2.0	30	2	18.0	1579.563	0.002253754280568043	0.0009124076213885188	0.0015830809509782809	303
Efra.gene16536_i2_length909.p1	7.2	2.0	15	1	12.0	568.4617	0.0017787089726063905	0.0005089659920026289	0.0011438374823045097	303
Efra.gene16536_i2_length909.p1	10.1	2.0	15	1	17.0	4023.545	0.0018055722677562847	0.001828941886615989	0.001817257077186137	303
Efra.gene16536_i2_length909.p1	10.2	2.0	15	1	9.0	0	0.001451938641363398	0	0.000725969320681699	303
Efra.gene16536_i2_length909.p1	10.3	2.01	15	1	14.0	1850.727	0.002479569305146858	0.002197164824562994	0.002338367064854926	303
Efra.gene16536_i2_length909.p1	12.2	2.0	15	1	11.0	1268.559	0.0015928617525839857	0.000923752756953084	0.0012583072547685348	303
Efra.gene16536_i2_length909.p1	12.3	2.12	29	2	20.0	2733.8772	0.0028643644241402497	0.0021868631426600633	0.0025256137834001567	303
Efra.gene16539_i1_length909.p1	1.1	0.51	33	2	21.0	966.8683	0.005642971859811333	0.0012989329138950424	0.0034709523868531877	302
Efra.gene16539_i1_length909.p1	7.2	3.57	33	2	25.0	1141.0872	0.003717914036284053	0.001025042977109963	0.002371478506697008	302
Efra.gene16539_i1_length909.p1	7.3	4.0	33	2	21.0	1170.528	0.0027221178334316414	0.0008016705438950575	0.0017618941886633494	302
Efra.gene16539_i1_length909.p1	10.1	2.0	17	1	14.0	875.1154	0.001491865516132092	0.0003991094907969322	0.0009454875034645121	302
Efra.gene16539_i1_length909.p1	10.2	2.0	16	1	13.0	0	0.0021041892230796266	0	0.0010520946115398133	302
Efra.gene16539_i1_length909.p1	10.3	2.0	16	1	12.0	394.2336	0.00213238268531551	0.00046958000716144883	0.0013009813462384794	302
Efra.gene16539_i1_length909.p1	12.1	2.0	17	1	12.0	478.0191	0.002908480150225306	0.0006591457448408198	0.001783812947533063	302
Efra.gene16539_i1_length909.p1	12.2	1.39	16	1	10.0	706.7514	0.0014528510265892464	0.0005163538740246982	0.0009846024503069723	302
Efra.gene16539_i3_length783.p1	1.1	2.0	16	1	14.0	757.9384	0.004369685901700058	0.0011827335206810474	0.0027762097111905526	260
Efra.gene16603_i1_length906.p1	1.4	2.0	8	1	10.0	2423.951	0.002666825161152451	0.0027902009809409258	0.0027285130710466886	301
Efra.gene17074_i1_length884.p1	1.2	2.0	11	1	6.0	0	0.0017191966648703967	0	0.0008595983324351983	285
Efra.gene17074_i1_length884.p1	5.1	1.59	11	1	9.0	1861.071	0.0008297775133510498	0.0007931427501539314	0.0008114601317524906	285
Efra.gene17074_i1_length884.p1	10.1	2.0	11	1	10.0	2202.894	0.0011291814182252927	0.001064590072333776	0.0010968857452795344	285
Efra.gene17127_i0_length880.p1	1.1	2.27	117	10	89.0	10639.2593	0.024734474502284578	0.014782738183094555	0.019758606342689566	292
Efra.gene17127_i0_length880.p1	1.2	7.07	127	10	101.0	0	0.028246047944231946	0	0.014123023972115973	292
Efra.gene17127_i0_length880.p1	1.3	25.1	189	13	139.0	8597.0996	0.049851474401397824	0.02630436742646676	0.03807792091393229	292
Efra.gene17127_i0_length880.p1	1.4	2.42	22	2	21.0	1506.6335	0.005772945836864603	0.0017877340607256448	0.003780339948795124	292
Efra.gene17127_i0_length880.p1	3.1	18.26	481	37	407.0	39127.49010000001	0.06514656583263004	0.04143502805758417	0.053290796945107105	292
Efra.gene17127_i0_length880.p1	3.2	16.03	208	16	159.0	30303.568900000002	0.05228041678861443	0.0328065680922917	0.042543492440453065	292
Efra.gene17127_i0_length880.p1	3.4	8.56	115	9	104.0	11909.488299999997	0.023617144682856517	0.010950145685701344	0.017283645184278933	292
Efra.gene17127_i0_length880.p1	5.1	2.0	1134	76	1003.0	130135.4212	0.09025724926901231	0.05413098722024964	0.07219411824463098	292
Efra.gene17127_i0_length880.p1	5.2	21.81	412	32	297.0	0	0.062440850605939485	0	0.031220425302969743	292
Efra.gene17127_i0_length880.p1	5.3	35.38	645	42	476.0	56584.23670000002	0.06882245785631222	0.0463622655142679	0.057592361685290056	292
Efra.gene17127_i0_length880.p1	5.4	14.17	241	19	177.0	0	0.03211236388381141	0	0.016056181941905705	292
Efra.gene17127_i0_length880.p1	7.1	24.63	583	48	599.0	82169.77960000001	0.07782527409822261	0.049251997784476996	0.0635386359413498	292
Efra.gene17127_i0_length880.p1	7.2	19.48	415	33	361.0	53236.37999999998	0.05552526357037808	0.04946019777555995	0.052492730672969015	292
Efra.gene17127_i0_length880.p1	7.3	30.34	488	38	473.0	59038.57690000001	0.06341220548505809	0.041819043143591715	0.0526156243143249	292
Efra.gene17127_i0_length880.p1	10.1	40.22	762	55	672.0	128486.0626	0.07406192644469453	0.06060477468768105	0.06733335056618779	292
Efra.gene17127_i0_length880.p1	10.2	23.16	453	36	425.0	0	0.07114665089100897	0	0.03557332544550448	292
Efra.gene17127_i0_length880.p1	10.3	28.61	263	19	233.0	23939.834299999995	0.04282170092320524	0.029491794147368917	0.03615674753528708	292
Efra.gene17127_i0_length880.p1	12.1	8.9	251	21	222.0	22222.0441	0.05564958424420817	0.03169160976262685	0.04367059700341751	292
Efra.gene17127_i0_length880.p1	12.2	27.38	339	26	304.0	38766.1559	0.04567922844147449	0.02929257777864791	0.0374859031100612	292
Efra.gene17127_i0_length880.p1	12.3	18.32	396	31	333.0	55823.286799999994	0.04948827158070669	0.04633591917305811	0.0479120953768824	292
Efra.gene17127_i6_length777.p1	5.1	0.87	703	51	624.0	90254.09610000004	0.06355195218533621	0.0424893896077448	0.05302067089654051	258
Efra.gene17231_i0_length876.p1	10.1	2.01	15	1	9.0	607.8421	0.0009953093944150776	0.000287694433873153	0.0006415019141441153	291
Efra.gene17278_i0_length873.p1	5.1	2.0	17	1	12.0	1556.988	0.0012317009963804645	0.000738717822624989	0.0009852094095027268	256
Efra.gene17278_i0_length873.p1	7.2	2.0	17	1	12.0	728.0732	0.002105268823045845	0.0007715521105166923	0.0014384104667812686	256
Efra.gene17278_i0_length873.p1	7.3	6.0	43	3	33.0	2069.4605	0.005046247456841469	0.0016720075671463473	0.003359127511993908	256
Efra.gene17278_i0_length873.p1	10.1	2.0	17	1	10.0	1050.079	0.0012570965007586265	0.0005649573718271302	0.0009110269362928784	256
Efra.gene17278_i0_length873.p1	10.3	2.0	17	1	11.0	470.5042	0.002305916432492879	0.0006611293605180495	0.0014835228965054642	256
Efra.gene17278_i0_length873.p1	12.3	2.58	31	2	18.0	2930.2435	0.003051219447121274	0.0027742716022479946	0.0029127455246846343	256
Efra.gene1749_i1_length3021.p1	1.1	11.25	112	10	105.0	15417.441699999998	0.008461655916896836	0.0062116816119822385	0.007336668764439537	1007
Efra.gene1749_i1_length3021.p1	1.2	10.0	53	5	54.0	0	0.0043790858444812	0	0.0021895429222406	1007
Efra.gene1749_i1_length3021.p1	3.1	27.0	302	25	274.0	39380.401	0.012717479947827282	0.012092585369868706	0.012405032658847993	1007
Efra.gene1749_i1_length3021.p1	3.2	8.17	116	10	64.0	17199.4292	0.006102043112961636	0.005399262433074975	0.005750652773018306	1007
Efra.gene1749_i1_length3021.p1	3.4	26.0	226	19	229.0	43178.0457	0.015079360158250416	0.011511797930528306	0.013295579044389362	1007
Efra.gene1749_i1_length3021.p1	5.1	46.23	515	42	535.0	107812.24910000002	0.013960093384994078	0.013003848841550297	0.013481971113272187	1007
Efra.gene1749_i1_length3021.p1	5.2	28.34	233	20	211.0	0	0.012863175574123037	0	0.006431587787061518	1007
Efra.gene1749_i1_length3021.p1	5.3	30.44	396	31	313.0	41869.61289999999	0.013122631825614628	0.009947673318725916	0.011535152572170273	1007
Efra.gene1749_i1_length3021.p1	5.4	39.94	347	30	360.0	0	0.018938906139881036	0	0.009469453069940518	1007
Efra.gene1749_i1_length3021.p1	7.1	36.48	458	39	460.0	77341.42000000001	0.017330258834027022	0.013442413532695778	0.0153863361833614	1007
Efra.gene1749_i1_length3021.p1	7.2	26.76	277	23	218.0	39097.8122	0.009722843634271974	0.010533026318983538	0.010127934976627756	1007
Efra.gene1749_i1_length3021.p1	7.3	40.71	314	26	321.0	46164.89030000001	0.012478722608811188	0.009482075300774233	0.01098039895479271	1007
Efra.gene1749_i1_length3021.p1	10.1	56.53	685	56	726.0	206678.28550000003	0.023201482348063088	0.02826825833322745	0.02573487034064527	1007
Efra.gene1749_i1_length3021.p1	10.2	11.25	149	13	119.0	0	0.005776514574825118	0	0.002888257287412559	1007
Efra.gene1749_i1_length3021.p1	10.3	36.44	278	22	281.0	36346.7928	0.014975029745220523	0.01298373162163784	0.013979380683429181	1007
Efra.gene1749_i1_length3021.p1	12.1	17.55	211	18	200.0	29162.460700000003	0.01453758698060315	0.012059737141766032	0.013298662061184591	1007
Efra.gene1749_i1_length3021.p1	12.2	24.94	218	19	220.0	37185.9234	0.009585642721607697	0.008147733304536222	0.00886668801307196	1007
Efra.gene1749_i1_length3021.p1	12.3	29.45	292	24	261.0	50962.4979	0.011247394823946542	0.012266099026080638	0.01175674692501359	1007
Efra.gene1757_i1_length3015.p1	5.3	2.0	9	1	11.0	1141.324	0.000462096522920011	0.0002717033089430787	0.00036689991593154487	1005
Efra.gene1757_i1_length3015.p1	7.1	2.18	41	2	31.0	1275.8053	0.0011702329440229755	0.0002221840714699741	0.0006962085077464748	1005
Efra.gene1757_i1_length3015.p1	7.3	10.0	94	5	52.0	3624.4865	0.0020254981500218193	0.0007459358624485511	0.0013857170062351852	1005
Efra.gene1757_i1_length3015.p1	10.2	4.14	47	3	26.0	0	0.0012646072544677555	0	0.0006323036272338778	1005
Efra.gene1757_i1_length3015.p1	12.3	2.0	18	1	16.0	1099.146	0.000690867598419499	0.00026507852936113167	0.0004779730638903154	1005
Efra.gene17580_i1_length858.p1	1.1	2.36	58	5	56.0	6984.3396999999995	0.01721391415821235	0.010733658414438341	0.013973786286325346	264
Efra.gene17580_i1_length858.p1	7.3	6.0	34	3	35.0	3918.2071	0.00518989637434568	0.0030697607078297652	0.004129828541087723	264
Efra.gene17580_i1_length858.p1	10.1	1.83	62	5	60.0	11619.8886	0.007314016004413827	0.006062220230072762	0.006688118117243295	264
Efra.gene17870_i0_length846.p1	10.1	2.0	14	1	11.0	1453.294	0.001259780692575193	0.0007123293395574254	0.0009860550160663093	281
Efra.gene18044_i0_length837.p1	5.3	2.02	24	2	20.0	2708.4130999999998	0.0030264386154096514	0.0023225375375238765	0.002674488076466764	279
Efra.gene18044_i0_length837.p1	7.3	2.06	73	4	42.0	2059.6524	0.0058930436250634825	0.0015269006906466105	0.0037099721578550465	279
Efra.gene18178_i0_length831.p1	1.2	4.0	33	2	20.0	0	0.005917524752271293	0	0.0029587623761356467	276
Efra.gene18178_i0_length831.p1	1.3	3.43	29	2	15.0	1694.9225000000001	0.005691519598533064	0.005486552236411354	0.0055890359174722085	276
Efra.gene18178_i0_length831.p1	3.1	3.33	29	2	21.0	1566.6784	0.0035562327892825502	0.001755251174090088	0.002655741981686319	276
Efra.gene18178_i0_length831.p1	3.4	4.3	58	4	36.0	4294.652	0.008649088102919025	0.004177616240663997	0.0064133521717915105	276
Efra.gene18178_i0_length831.p1	5.1	6.69	72	6	58.0	12168.9	0.00552182862145445	0.005355197807519322	0.005438513214486886	276
Efra.gene18178_i0_length831.p1	5.2	2.07	24	2	16.0	0	0.003558820744046129	0	0.0017794103720230644	276
Efra.gene18178_i0_length831.p1	5.3	5.69	41	3	29.0	3700.6769999999997	0.004436035296608603	0.0032079244996133563	0.0038219798981109793	276
Efra.gene18178_i0_length831.p1	5.4	2.67	29	2	15.0	0	0.0028791483216878324	0	0.0014395741608439162	276
Efra.gene18178_i0_length831.p1	7.1	2.86	73	6	55.0	7894.5326000000005	0.007560147964103549	0.00500624294067652	0.006283195452390035	276
Efra.gene18178_i0_length831.p1	7.3	10.0	81	6	69.0	6353.2439	0.009786661734480425	0.004761102251084055	0.0072738819927822395	276
Efra.gene18178_i0_length831.p1	10.1	5.03	49	4	43.0	8454.241	0.005013810971141653	0.004218899826788779	0.004616355398965216	276
Efra.gene18178_i0_length831.p1	10.2	6.14	49	4	37.0	0	0.006553012926056786	0	0.003276506463028393	276
Efra.gene18178_i0_length831.p1	10.3	4.0	29	2	22.0	1331.7789	0.004277642077667949	0.0017357451204116409	0.003006693599039795	276
Efra.gene18440_i0_length819.p1	5.1	1.7	23	2	23.0	4129.452	0.0022218919934706423	0.0018439825007979394	0.0020329372471342907	272
Efra.gene18440_i0_length819.p1	10.3	1.48	11	1	9.0	1820.083	0.0017756789640586874	0.0024070504587952258	0.0020913647114269565	272
Efra.gene18440_i0_length819.p1	12.1	1.48	11	1	11.0	800.1046	0.002960162701914359	0.0012249574663216523	0.0020925600841180053	272
Efra.gene18480_i1_length818.p1	0.1	2.21	32	2	22.0	4866.5504	0.007632874930295943	0.005642923823410711	0.006637899376853327	260
Efra.gene18480_i1_length818.p1	0.4	4.03	48	3	23.0	3761.1362	0.009766252224290332	0.004683078999991787	0.00722466561214106	260
Efra.gene18480_i1_length818.p1	1.4	1.52	41	3	27.0	3435.8042	0.008335880032571526	0.004578605278034858	0.006457242655303192	260
Efra.gene18480_i1_length818.p1	5.4	2.16	51	3	21.0	0	0.004278857351923763	0	0.0021394286759618816	260
Efra.gene1853_i0_length2945.p1	1.2	6.0	42	3	26.0	0	0.0021933965713997316	0	0.0010966982856998658	968
Efra.gene1853_i0_length2945.p1	1.3	4.0	42	3	38.0	5267.6473000000005	0.004111064569518924	0.004861833557192545	0.004486449063355735	968
Efra.gene1853_i0_length2945.p1	3.1	7.81	80	5	56.0	4046.3711000000003	0.0027039125339999555	0.0012925842249296056	0.0019982483794647806	968
Efra.gene1853_i0_length2945.p1	3.2	3.2	59	4	26.0	4377.351	0.0025788302683297	0.0014295056895917292	0.0020041679789607144	968
Efra.gene1853_i0_length2945.p1	3.4	2.0	16	1	11.0	592.006	0.0007535190392694606	0.00016419517754917698	0.0004588571084093188	968
Efra.gene1853_i0_length2945.p1	5.1	20.79	234	15	177.0	23877.303600000003	0.004804651820591564	0.0029960096043115097	0.003900330712451537	968
Efra.gene1853_i0_length2945.p1	5.2	6.56	95	6	50.0	0	0.0031709534005576307	0	0.0015854767002788153	968
Efra.gene1853_i0_length2945.p1	5.3	21.4	227	14	166.0	15740.486199999998	0.007240004030686085	0.0038904050929546687	0.005565204561820377	968
Efra.gene1853_i0_length2945.p1	5.4	6.0	51	3	29.0	0	0.0015871007690626316	0	0.0007935503845313158	968
Efra.gene1853_i0_length2945.p1	7.1	19.09	236	16	198.0	22314.1538	0.00776008576150133	0.004034592208010778	0.005897338984756054	968
Efra.gene1853_i0_length2945.p1	7.2	18.07	170	11	112.0	9242.831400000001	0.005196476213358339	0.0025903584034123583	0.0038934173083853487	968
Efra.gene1853_i0_length2945.p1	7.3	22.51	229	15	195.0	17240.7295	0.007885946438940838	0.003683844953665497	0.005784895696303168	968
Efra.gene1853_i0_length2945.p1	10.1	15.41	147	10	116.0	17304.6329	0.0038564811659636544	0.002462185135994005	0.0031593331509788295	968
Efra.gene1853_i0_length2945.p1	10.2	23.54	212	14	151.0	0	0.0076251777615128045	0	0.0038125888807564023	968
Efra.gene1853_i0_length2945.p1	10.3	7.35	83	5	60.0	4896.8037	0.0033263407591182024	0.0018197018748814186	0.0025730213169998105	968
Efra.gene1853_i0_length2945.p1	12.1	4.98	42	3	34.0	2286.1009	0.0025709602429849726	0.0009834746798123505	0.0017772174613986617	968
Efra.gene1853_i0_length2945.p1	12.2	10.67	162	11	115.0	13475.676599999999	0.005212553321636831	0.0030715877565995722	0.004142070539118202	968
Efra.gene1853_i0_length2945.p1	12.3	14.04	132	9	104.0	8297.426099999999	0.004662285730036547	0.00207755852279318	0.003369922126414864	968
Efra.gene18564_i2_length720.p1	0.2	2.0	14	1	11.0	449.9418	0.004615040357911824	0.0013570344244457405	0.0029860373911787825	239
Efra.gene18564_i2_length720.p1	0.3	2.15	25	2	18.0	1369.4178	0.008521178369936565	0.006091898990709024	0.007306538680322794	239
Efra.gene18564_i2_length720.p1	1.1	6.07	84	6	66.0	18567.261	0.02240998507865302	0.03151927971730564	0.026964632397979332	239
Efra.gene18564_i2_length720.p1	1.2	6.0	39	3	37.0	0	0.012642209784559507	0	0.006321104892279754	239
Efra.gene18564_i2_length720.p1	1.3	8.85	107	7	80.0	13563.514400000002	0.035054045393475605	0.05070293355600165	0.04287848947473863	239
Efra.gene18564_i2_length720.p1	1.4	2.0	19	2	20.0	6770.226000000001	0.0067172750921078465	0.009814844236824188	0.008266059664466018	239
Efra.gene18564_i2_length720.p1	3.1	8.01	88	6	69.0	12115.295100000001	0.013493703374994396	0.015674893346211888	0.014584298360603142	239
Efra.gene18564_i2_length720.p1	3.2	5.55	40	3	39.0	15470.302	0.015667203136463283	0.020462126454142398	0.01806466479530284	239
Efra.gene18564_i2_length720.p1	3.4	6.0	53	4	49.0	10159.1807	0.013594870700125163	0.011412227767264733	0.012503549233694948	239
Efra.gene18564_i2_length720.p1	5.1	9.84	186	12	122.0	34412.6553	0.013413000529621572	0.01748854023101828	0.015450770380319927	239
Efra.gene18564_i2_length720.p1	5.2	8.08	82	6	64.0	0	0.016439071554087557	0	0.008219535777043778	239
Efra.gene18564_i2_length720.p1	5.3	12.0	127	9	99.0	19420.979199999998	0.017488129915529286	0.019441298195979353	0.018464714055754318	239
Efra.gene18564_i2_length720.p1	5.4	6.02	100	7	87.0	0	0.019284270432459758	0	0.009642135216229879	239
Efra.gene18564_i2_length720.p1	7.1	12.0	139	9	108.0	24575.5735	0.017143620427082434	0.017997009299678464	0.017570314863380447	239
Efra.gene18564_i2_length720.p1	7.2	7.86	123	9	80.0	21399.883	0.01503343985215443	0.024290904226714836	0.019662172039434635	239
Efra.gene18564_i2_length720.p1	7.3	14.0	183	10	116.0	36727.12820000001	0.01900004621254777	0.031784115668899465	0.025392080940723618	239
Efra.gene18564_i2_length720.p1	10.1	11.92	173	11	127.0	42737.61959999998	0.017100720264713164	0.024628961513858332	0.02086484088928575	239
Efra.gene18564_i2_length720.p1	10.2	8.0	65	5	54.0	0	0.01104445376568476	0	0.00552222688284238	239
Efra.gene18564_i2_length720.p1	10.3	12.0	102	7	93.0	16304.679600000001	0.020882182740506072	0.02454015340511369	0.02271116807280988	239
Efra.gene18564_i2_length720.p1	12.1	8.0	68	5	70.0	13088.661299999998	0.02143837879210703	0.02280554600088837	0.022121962396497698	239
Efra.gene18564_i2_length720.p1	12.2	8.02	101	7	73.0	14100.340800000002	0.013401486917232856	0.013017255039289782	0.013209370978261319	239
Efra.gene18564_i2_length720.p1	12.3	6.43	69	5	52.0	16310.451	0.009441616290115853	0.01654067770133584	0.012991146995725848	239
Efra.gene18573_i0_length813.p1	10.1	3.1	46	3	36.0	5045.5252	0.004290889389256112	0.002573808834978187	0.0034323491121171492	270
Efra.gene18607_i0_length813.p1	0.2	4.0	31	2	22.0	2850.4261	0.008170330707710564	0.007609891173474316	0.00789011094059244	270
Efra.gene19022_i1_length795.p1	0.4	4.0	25	2	20.0	4973.239	0.008363720613687372	0.006098473981703341	0.007231097297695357	264
Efra.gene19055_i3_length734.p1	0.3	2.0	11	1	12.0	813.2287	0.006171398880044966	0.003930109423548796	0.005050754151796882	220
Efra.gene19055_i3_length734.p1	0.4	2.0	11	1	11.0	1074.651	0.005520055605033666	0.001581359229969397	0.0035507074175015313	220
Efra.gene19055_i3_length734.p1	1.4	2.0	11	1	14.0	2066.663	0.005108182376862012	0.003254806163558754	0.004181494270210383	220
Efra.gene19055_i3_length734.p1	3.4	2.07	19	2	18.0	3054.8813	0.0054253370827401165	0.0037280463724332297	0.004576691727586673	220
Efra.gene19055_i3_length734.p1	5.1	1.38	10	1	9.0	1273.433	0.0010749390513865873	0.0007030507830527296	0.0008889949172196585	220
Efra.gene19055_i3_length734.p1	5.4	2.06	45	4	32.0	0	0.007705647871862707	0	0.0038528239359313537	220
Efra.gene19055_i3_length734.p1	7.1	2.0	11	1	13.0	1460.191	0.0022418025533226063	0.0011616667720356418	0.0017017346626791241	220
Efra.gene19206_i0_length786.p1	5.1	2.0	12	1	10.0	939.5442	0.0010067543265434192	0.00043723003294859485	0.000721992179746007	261
Efra.gene19206_i0_length786.p1	12.3	1.74	12	1	11.0	700.1282	0.0018289131466780561	0.0006501630645575377	0.001239538105617797	261
Efra.gene19494_i1_length774.p1	1.3	2.0	14	1	18.0	472.8134	0.007334752105191248	0.0016436729520250507	0.00448921252860815	257
Efra.gene19562_i0_length771.p1	1.2	2.0	10	1	8.0	0	0.0027107665255217874	0	0.0013553832627608937	241
Efra.gene19598_i0_length771.p1	5.1	4.0	36	2	27.0	1220.8971999999999	0.0027713272418560453	0.0005792584921868027	0.001675292867021424	256
Efra.gene19598_i0_length771.p1	5.3	2.0	17	1	15.0	442.4405	0.0024737589073221466	0.00041349184491450673	0.0014436253761183266	256
Efra.gene19598_i0_length771.p1	7.2	2.0	17	1	8.0	256.0732	0.00140351254869723	0.00027136532138082134	0.0008374389350390256	256
Efra.gene19598_i0_length771.p1	10.1	4.0	36	2	32.0	1862.3532	0.004022708802427605	0.001001972393777845	0.002512340598102725	256
Efra.gene19598_i0_length771.p1	12.1	2.0	17	1	14.0	486.1003	0.004002947290088735	0.0007907315541715824	0.0023968394221301585	256
Efra.gene19920_i0_length759.p1	5.4	2.0	22	1	21.0	0	0.004774690607296903	0	0.0023873453036484514	233
Efra.gene20233_i0_length744.p1	1.1	2.39	105	8	111.0	25235.2333	0.03632175550779484	0.0412840206215239	0.03880288806465937	248
Efra.gene20233_i0_length744.p1	5.4	2.08	85	6	77.0	0	0.016448295734545648	0	0.008224147867272824	248
Efra.gene20233_i0_length744.p1	7.1	2.07	183	13	204.0	42990.33959999999	0.031207226610768787	0.03033987419312247	0.030773550401945626	248
Efra.gene20233_i0_length744.p1	10.2	2.0	120	8	130.0	0	0.025623594571372872	0	0.012811797285686436	248
Efra.gene20233_i0_length744.p1	10.3	2.01	60	4	62.0	4174.654200000001	0.01341624106177675	0.006055245166723045	0.009735743114249898	248
Efra.gene20233_i0_length744.p1	12.2	2.04	183	13	162.0	27665.204900000004	0.028661001461633983	0.024613303989485483	0.026637152725559735	248
Efra.gene20233_i2_length690.p1	5.3	2.02	202	14	192.0	23909.7319	0.03524353559788352	0.02487132427105538	0.03005742993446945	230
Efra.gene20233_i2_length690.p1	10.1	3.72	210	14	197.0	82536.40780000002	0.027564300315764807	0.049425537299613964	0.038494918807689384	230
Efra.gene20233_i3_length579.p1	0.1	2.0	14	1	15.0	2285.046	0.007010883708938808	0.003569389553611122	0.0052901366312749646	193
Efra.gene20233_i3_length579.p1	0.3	2.0	14	1	13.0	566.9943	0.007620984800055529	0.0031234604414245807	0.005372222620740054	193
Efra.gene20233_i3_length579.p1	0.4	2.0	14	1	17.0	1495.869	0.009724450288660343	0.002509123422199635	0.006116786855429989	193
Efra.gene20233_i3_length579.p1	1.2	2.15	91	7	98.0	0	0.04146559831591553	0	0.020732799157957765	193
Efra.gene20233_i3_length579.p1	1.3	2.0	28	2	33.0	2461.5953	0.017906169431239773	0.011395098943672613	0.014650634187456192	193
Efra.gene20233_i3_length579.p1	1.4	2.0	14	1	13.0	1410.787	0.005406884381134477	0.0025326914625850134	0.0039697879218597455	193
Efra.gene20233_i3_length579.p1	3.1	2.03	91	7	103.0	8579.450700000001	0.024943643161540668	0.013745820629886054	0.01934473189571336	193
Efra.gene20233_i3_length579.p1	3.2	2.0	14	1	15.0	4143.063	0.007462059684365732	0.006786003850072837	0.007124031767219284	193
Efra.gene20233_i3_length579.p1	3.4	2.0	14	1	14.0	1218.155	0.004810028271398836	0.0016945519584793131	0.0032522901149390744	193
Efra.gene20233_i3_length579.p1	5.1	2.0	98	7	108.0	22004.998	0.014703829511194769	0.013848326728823121	0.014276078120008945	193
Efra.gene20233_i3_length579.p1	5.2	2.03	49	4	36.0	0	0.01145092063239713	0	0.005725460316198565	193
Efra.gene20233_i3_length579.p1	7.2	2.03	105	8	116.0	20856.659	0.026993982283751907	0.029316870950555584	0.028155426617153746	193
Efra.gene20233_i3_length579.p1	12.1	2.0	14	1	19.0	2268.314	0.0072058977124321265	0.004894282237825678	0.006050089975128903	193
Efra.gene20233_i3_length579.p1	12.3	2.1	77	6	85.0	12415.3288	0.01911184086625185	0.015591437104024768	0.017351638985138307	193
Efra.gene21094_i2_length714.p1	5.1	2.0	12	1	8.0	836.2377	0.0008869633054104048	0.000428563000431022	0.0006577631529207134	237
Efra.gene21131_i1_length711.p1	0.1	5.18	51	3	39.0	4202.0862	0.01490704002180294	0.005367959916289482	0.01013749996904621	236
Efra.gene21131_i1_length711.p1	0.2	4.0	31	2	27.0	1594.378	0.011471824125425656	0.004869806605603187	0.008170815365514422	236
Efra.gene21131_i1_length711.p1	0.3	2.02	31	2	32.0	1004.7194999999999	0.015341330549264324	0.00452634292994082	0.009933836739602572	236
Efra.gene21131_i1_length711.p1	1.1	6.0	82	5	78.0	9091.5953	0.026821195546754596	0.015629836517447704	0.021225516032101148	236
Efra.gene21131_i1_length711.p1	1.2	18.72	244	15	192.0	0	0.06643675247295772	0	0.03321837623647886	236
Efra.gene21131_i1_length711.p1	1.3	8.09	114	6	77.0	3236.2980999999995	0.03416841087797307	0.01225166944310481	0.02321004016053894	236
Efra.gene21131_i1_length711.p1	1.4	1.68	9	1	10.0	1446.687	0.0034013320911308797	0.0021239325575406866	0.002762632324335783	236
Efra.gene21131_i1_length711.p1	3.1	12.16	231	14	200.0	24133.246499999994	0.039609372471427914	0.031620755663674185	0.03561506406755105	236
